user_id,username,published_at,views_count,is_retweeted,is_quoted,likes,content,collected_at,SourceFile
3053839423,keshav_murugesh,2020-01-30 12:40:46+00,,f,f,8,#Agtech startup @FullHarvestTech is addressing the #foodwastage issue by salvaging surplus farm produce that is often rejected for being ‘ugly.’ https://t.co/32bgtac7Zm @wef #FoodSecurity #Startup2020 #AgriFoodTech,2024-05-25 00:18:06.899154+00,Croatia
16596200,natalieben,2020-01-29 21:35:49+00,,f,f,6,"Today #HouseofLords debated a bill, needing to be passed by Friday night, to sort payments for farmers for 2020.  Yes. This year. I reflected on our chaotic non-#democracy, as well as #foodsecurity, #ClimateEmergency &amp; #naturecrisis https://t.co/l23KupbkyL",2024-05-25 00:18:07.810036+00,Croatia
1115907034522759169,CharineJohn,2020-01-29 18:48:42+00,,f,f,7,"Really accessible talk from Prof Sandy Thomas of @Glo_PAN at @LIDC_UK, @NatureFoodJnl expert panel on #FutureofFood : we MUST be prepared to make trade-offs/#invest in ensuring #foodsecurity #HealthyEating as we approach #FoodFrontiers",2024-05-25 00:18:08.746215+00,Croatia
2294938093,ggonzzalezz,2020-01-29 13:29:19+00,,f,f,32,"Right now: Global Senior Management of our organization, preparing the ground for a promising 2020 with enhanced work with private sector and development banks to better address member states' priorities .  #SDGs #SDG2 #foodsecurity #ZeroHunger https://t.co/x7APHyJ12L",2024-05-25 00:18:09.663259+00,Croatia
126573391,tonyOWEI,2020-01-28 15:14:15+00,,f,f,0,"Nigeria oye!!!  Proudly representing the country of my birth with immense potentials.  - #MBA #bsnetherlands #bsnmba #nigeria #dutch #buren #foodsecurity @ Buren, Netherlands https://t.co/ePiY8TuhUV",2024-05-25 00:18:10.897038+00,Croatia
3117693730,elena_cadel,2020-01-28 12:46:17+00,,f,f,1,"Well balanced video that highlights nutritional benefits of milk, its environmental implications and possible solutions. Love it! @Kurz_Gesagt #FoodSystems #foodsecurity https://t.co/EHWMqLneZ9",2024-05-25 00:18:12.12699+00,Croatia
183574848,lilian_adaoma,2020-01-28 12:07:36+00,,f,f,6,Recently I discovered apps that reduce food waste by encouraging grocery stores and consumers to share food that would otherwise go to waste for nearby online users to pickup at little or zero cost.  I’m excited at the ingenuity 🍇🌽👌👏 #SaveFood #ClimateAction  #Foodsecurity,2024-05-25 00:18:13.137125+00,Croatia
183574848,lilian_adaoma,2020-01-28 09:13:43+00,,f,f,2,Share your thoughts on climate change impacts on African Agriculture as you digest my latest piece on: AGRICULTURE IN THE FACE OF CLIMATE CHANGE IN SUB-S... https://t.co/3R2GvYfs4g #ZeroHunger  #Grow4peace #foodsecurity,2024-05-25 00:18:15.036594+00,Croatia
1096699578873724929,ThroughCulinary,2020-01-28 07:43:04+00,,f,f,2,How secure is food in North Staffordshire? #foodsecurity,2024-05-25 00:18:15.988422+00,Croatia
262060311,AmandaNamayi,2020-01-24 23:53:11+00,,f,f,6,And all the #seafood lovers said Hallelujah! 🙌🏽 #Fishermen are #food producers too; not just #farmers cc @WestCoastTiare @XanderBeks  #IGW2020 #FoodSecurity https://t.co/ZrWAbblAhZ,2024-05-25 00:18:17.745261+00,Croatia
297626502,cachivers,2020-01-24 08:06:49+00,,f,f,13,"‘Use by’ dates must lead to so much unnecessary #foodwaste! Currently drinking milk that’s supposedly a week out of date and it’s absolutely fine, I bet a lot of other people would’ve trusted the date on the tin and wasted it 😕 #foodsecurity",2024-05-25 00:18:19.657391+00,Croatia
717382323256340484,SeedFed,2020-01-23 08:55:32+00,,f,t,5,We are proud to take part in meeting the #GlobalGoals - promoting innovation in seed globally to achieve #foodsecurity #SustainableAgriculture,2024-05-25 00:18:20.54669+00,Croatia
14130682,wendyinfutures,2020-01-17 09:49:43+00,,f,t,0,#FoodSecurity #Kenya #Africa,2024-05-25 00:18:34.992121+00,Croatia
2203804504,aslak_brun,2020-01-12 18:13:22+00,,f,t,11,"Alarming news in @FAO report: We are off track to meet majority of #SDG targets related to sustainable agriculture, #foodsecurity #oceans &amp; #nutrition. Almost all related indicators head in the wrong direction, with only a few areas reflecting some progress. @Agnes_Kalibata",2024-05-25 00:18:37.143003+00,Croatia
742278866295750656,CHAPAgriTech,2020-01-08 18:14:21+00,,f,f,2,The @CHAP_Enquiries team are in The Oxford Union waiting for the debate on the motion “This house believes cheap food is worth the price”. Should be interesting! @oxfordfarming #OFC20 #foodsecurity https://t.co/6hCuovGN5O,2024-05-25 00:18:39.415325+00,Croatia
3343091542,MarshalPapworth,2020-01-03 17:51:41+00,,f,t,2,We are proud to have worked with over 215 of our agricultural development students to promote food security in developing countries - our vision is 'growing out of hunger' through sustainable farming shared knowledge 🙌 #foodsecurity #food #nutrition,2024-05-25 00:18:40.424749+00,Croatia
265276284,andyheald,2020-01-02 08:35:27+00,,f,t,6,This article has started a lot of debate about landuse &amp; #foodsecurity. UK is world’s 2nd biggest net import of forest products. We offshore circa 80% of our requirements. Integrated land use is more than #rewilding &amp; farming.,2024-05-25 00:18:41.481999+00,Croatia
3082037488,mahesituated,2019-12-30 12:23:58+00,,f,t,2,"Very much looking forward to lab grown meat! If I could invest in this tech I would. Not only a great investment in terms financial return, but also the right step for the planet, #foodsecurity &amp; animal welfare. #ClimateEmergency #ClimateChange #ClimateActionNow",2024-05-25 00:18:42.536964+00,Croatia
1118244251937267713,XRLeeds,2019-12-29 11:41:06+00,,f,t,2,No surprise this is at the top of the list #actnow #foodsecurity #ClimateEmergency,2024-05-25 00:18:43.608973+00,Croatia
393391752,TheAgritect,2019-12-27 12:56:32+00,,f,f,17,".@agritecture has partnered with @thoughtforfood_ on #UrbanAg 101, an online series on the basics of #urbanagriculture strategy 👉🏼 Check it out on #TFFdigitallabs at https://t.co/3vaefPkOzH 👈🏼 . . #urbanagriculture #classes #onlineeducation #Foodsecurity #agritecture https://t.co/VK3SECsBai",2024-05-25 00:18:44.795801+00,Croatia
742278866295750656,CHAPAgriTech,2019-12-24 10:31:14+00,,f,t,2,Thanks for the share @LibertyProduce. We look forward to continuing our partnership in the next decade! Seasons Greetings from all @CHAP_Enquiries   We will be thinking of you as we tuck into our #saladleaves on #BoxingDay! #verticalfarm #foodsecurity,2024-05-25 00:18:47.042485+00,Croatia
61020423,EmilyLincOBrien,2019-12-19 23:01:38+00,,f,f,3,Scary news - and there was I hopimg for a healthy fair sustainable food future   #foodsecurity #ClimateEmergency  @Kath_Dalmeny @vickihird https://t.co/719KSDyNmZ,2024-05-25 00:18:49.078539+00,Croatia
141178970,LinleyCKarltun,2019-12-18 05:38:06+00,,f,t,3,Congratulations Agnes 💃🏾another #African #woman at the helm of #foodsecurity conversation kudos @AGRAAlliance @Uni_Rwanda @RwandaAgri @SwedeninRW @SLUFutureFood @_SLU @sluglobal @AAAPDAfrica,2024-05-25 00:19:01.585967+00,Croatia
35734886,Steven_Ramage,2019-12-17 15:22:42+00,,f,f,2,@SDGLab already aware of the work of @G20_GEOGLAM #FoodSecurity @EO4SDG #EO4SDGs Cc: @GENetwork @GEOSEC2025,2024-05-25 00:19:02.531743+00,Croatia
792131179831037952,TRobinsonMiles,2019-12-16 16:18:11+00,,f,f,5,"@Tesco @sainsburys @Morrisons @marksandspencer @waitrose Would love to see you introduce @chattycafe into your stores. Allowing ppl who want to connect&amp;have conversation, the chance. #foodsecurity is more than just nutrtion, #socialeating is an imp. value many of us place in food",2024-05-25 00:19:04.501272+00,Croatia
827763410,OwenShumba,2019-12-15 21:48:54+00,,f,t,3,"#foodsecurity Yes, big achievement. No to Food Wasting when over 795 million people are without enough food!",2024-05-25 00:19:06.624641+00,Croatia
2565147046,dondelapar,2019-12-12 07:24:37+00,,f,f,1,Starting the training. Nice to learn and share experiences with colleagues!!   #officialcontrol #btsf  #EuropeanUnion  #training #foodsecurity  #foodsafety https://t.co/Ahkm5lwTfy,2024-05-25 00:19:10.847694+00,Croatia
2190120602,FSCluster,2019-12-09 13:17:16+00,,f,f,5,"Starting today, Food Security Cluster Coordinator and IMO training in Brindisi, Italy #happeningnow #day1 4 days of intense training on #foodsecurity https://t.co/5CnOSBBOzu",2024-05-25 00:19:16.116164+00,Croatia
3193838032,LeopoldGhins,2019-12-09 10:15:26+00,,f,f,2,"Growing #biomass deficit in the #Sahel forces pastoralists to change their #transhumance routes , with implications for #foodsecurity &amp; #fragility @RPCA_network @SWAC_OECD https://t.co/hiJubV9Zxv",2024-05-25 00:19:17.188181+00,Croatia
3193838032,LeopoldGhins,2019-12-09 10:08:47+00,,f,f,5,Food insecure areas in the #Sahel : strong overlap with fragile zones #foodsecurity #conflict #sahel @RPCA_network @SWAC_OECD https://t.co/4ezLd8VovJ,2024-05-25 00:19:18.200877+00,Croatia
16596200,natalieben,2019-12-07 13:16:14+00,,f,f,0,@Markrobertleach #factoryfarming wholly unnecessary: disastrous for #foodsecurity and health https://t.co/GrAO44zOmD,2024-05-25 01:19:01.544439+00,Croatia
1218102721,stefanomanservi,2019-12-05 15:00:09+00,,f,f,8,"V interesting talks at #Ispi #MED Dialogues on nexus #foodsecurity &amp; #climatechange w/the steer of @CIHEAMBari We don’t manage crisis,we must manage longterm changes A #Euromed ‘From Farm to Fork’common strategy?An issue for the geopolitical @vonderleyen @JosepBorrellF Commission",2024-05-25 01:19:03.196215+00,Croatia
2294938093,ggonzzalezz,2019-12-04 18:18:01+00,,f,t,3,Over 3/4 of the world’s poor live in #rural areas and many of them depend on #agriculture for their livelihoods. Climate-Smart Agriculture (CSA) helps to transform agricultural systems to ensure #foodsecurity and support rural #development in a changing climate.,2024-05-25 01:19:03.956816+00,Croatia
834107260519329792,sc_mcclelland,2019-12-03 13:38:30+00,,f,f,3,"Press conference with @WMO and partners on the State of Climate Services #agriculture and #foodsecurity. Despite improvements, hunger is on the rise for the 3rd year in a row #COP25 #TiempoDeActuar #TimeForAction https://t.co/hSJzAtLWua",2024-05-25 01:19:07.083468+00,Croatia
1322389208,ZarahPattison,2019-12-03 11:10:03+00,,f,f,1,"Really interesting to see @UniofNottingham's beacon of excellence groups, particularly their work on #foodsecurity. #RENKEI https://t.co/ggEoDPCONT",2024-05-25 01:19:07.856244+00,Croatia
1322389208,ZarahPattison,2019-12-03 10:24:41+00,,f,f,1,Understanding #climatechange adaptation in rice farming #foodsecurity #RENKEI @ModEviPol @UniofNewcastle https://t.co/h2XDnccGQv,2024-05-25 01:19:08.56923+00,Croatia
22641545,Nwankpa_A,2019-12-02 18:03:43+00,,f,f,1,#Swallow Screening at @BOKUvienna. #Nigeria #FoodSecurity https://t.co/WGZoX0N9QU,2024-05-25 01:19:10.111083+00,Croatia
22641545,Nwankpa_A,2019-12-02 16:36:15+00,,f,f,4,Interview with @oe1 #Swallow #FoodSecurity #Nigeria https://t.co/w2Ob754B3e,2024-05-25 01:19:10.88115+00,Croatia
22641545,Nwankpa_A,2019-12-02 15:11:55+00,,f,f,6,"Tonight, we discuss #FoodSecurity in #Nigeria at the second largest University of Agriculture in Europe. @BOKUvienna thanks to support from @EUinNigeria @OSIWA1 and @FordFoundation https://t.co/7KPYKUCQNV",2024-05-25 01:19:12.680294+00,Croatia
2294938093,ggonzzalezz,2019-11-30 15:17:32+00,,f,f,21,"Great meeting of our “Flexible Multi-partner Mechanism”, chaired by our @FAO Director General Qu Dongyu. “FMM has  invested in 70 countries on a wide range of #development sectors, from #rural #WomenEmpowerment and #foodsecurity to #urban #food #systems and #youth #employment “ https://t.co/WAucdkO0H3",2024-05-25 01:19:14.214574+00,Croatia
969172982542290944,CCDR_Algarve,2019-11-29 16:30:38+00,,f,t,2,"HOJE | A #CCDRAlgarve acolhe encontro prospetivo do projeto @VICINITY2020, apoiado pela União Europeia, no âmbito do @EU_H2020  @enercoutim #AREAL #ClimateChangeIsReal #activeaging #mediteraneandiet #foodsecurity #circulareconomy #economy40",2024-05-25 01:19:15.847762+00,Croatia
705040843502194689,DrLucyAlford,2019-11-28 14:14:48+00,,f,f,3,The mark of a successful day in the field #projectFAB #MSCActions #fuctionalagriculturalbiodiveristy #MSCA #FoodSecurity https://t.co/6fARRrY6f8,2024-05-25 01:19:24.944792+00,Croatia
22362986,suepritch,2019-11-25 14:59:14+00,,f,f,5,"This isn’t only a UK issue of course. Prof Nigel Scollen reminds us what #foodsecurity really means -and the best international consensus we have so far, to improve it @FarmingFutures @FFC_Commission https://t.co/5gnEmLyc1p",2024-05-25 01:19:31.360868+00,Croatia
91899366,VisualPersist,2019-11-25 08:49:21+00,,f,f,6,Simon Funge Smith opens the 2nd round table on #inlandfisheries @FAO_inland_fish outlining progress on developing more holistic approaches in assesment methods to identify threats &amp; vulnerabilities... #fisheries  #biodiversity  #foodsecurity  #fish #food #MondayMotivation https://t.co/uGbdexx8DP,2024-05-25 01:19:33.161437+00,Croatia
46500134,ananyariaroy,2019-11-22 08:14:33+00,,f,t,0,1️⃣ day to go today until this amazing event where the youth &amp; nextgen in #Cambridge will be performing to address #climatechange &amp; #foodsecurity with proceeds going towards the #mobileteachingkitchen // Buy 🎟️🎟️tickets &amp; 🎟️FREE. Names required  in advance. //,2024-05-25 01:19:37.443163+00,Croatia
269836245,deVISwijzer,2019-11-21 17:17:48+00,,f,t,0,Het is #WorldFisheriesDay2019 50% van alle vis handel komt uit ontwikkelingslanden. De Wereld Handelsorganisatie UNCTAD legt uit hoe we de oceanen duurzaam kunnen gebruiken. #foodsecurity,2024-05-25 01:19:47.113201+00,Croatia
66342567,OmarRPfish,2019-11-19 16:06:17+00,,f,f,1,"Panel Discussion on Pathways for improved #fish #foodsystems: #environment, #policy and #technology. #Fish in #foodsecurity and #nutricion #fromtidetotable @FAOfish https://t.co/3qRlF572Ss",2024-05-25 01:19:48.656043+00,Croatia
66342567,OmarRPfish,2019-11-19 15:07:40+00,,f,f,1,Panel discussion on Putting #fish on the table: evidence and opportunities for improved #nutrition in low resource settings. #fish in #foodsecurity and #nutrition #fromtidetotable. #SustainableFisheries Symposium @FAOfish https://t.co/br2Ltbpqpw,2024-05-25 01:19:49.434264+00,Croatia
66342567,OmarRPfish,2019-11-19 14:54:28+00,,f,f,1,#Fish in #FoodSecurity and #Nutrition :#fromTidetoTable. Happening now at the #SustainableFisheries Symposium @FAOfish https://t.co/D7dGYx1iNz,2024-05-25 01:19:50.21459+00,Croatia
820927969313046529,SaraFrocklin,2019-11-19 11:26:43+00,,f,t,2,"While discussing fisheries and #biodiversity, trade-offs between #conservation #foodsecurity etc. at the #FAO #Fisheries Symp., this article just popped up in my feed. Understanding and taking into account social/cultural dimensions and #HRs in conservation is a must! #CBD",2024-05-25 01:19:51.860934+00,Croatia
2875801098,julianop_a,2019-11-19 10:34:28+00,,f,f,1,@laurap18 @IPBES @resilienceSci @hmlfpereira @cjlinnz @MachteldAnna @KVinkhuyzen @AnaPDAguiar Great timing as @eafulton is precisely talking about the management tradeoffs between marine #biodiversity and #foodsecurity for #SustainableFiaheries at @FAOfish,2024-05-25 01:19:52.627007+00,Croatia
819341370,ICES_ASC,2019-11-19 07:25:59+00,,f,f,11,Live streaming from #FisheriesSustainability symposium at @FAOfish in Rome starting right about now! Catch our #Science Committee Chair Simon Jennings at the panel debate on linking #biodiversity conservation and #foodsecurity https://t.co/9J4UsHDE6V,2024-05-25 01:19:53.367675+00,Croatia
91899366,VisualPersist,2019-11-19 06:27:36+00,,f,f,26,"Get ready!  Day 2 at 8.30 the #SustainableFisheries Symposium @FAOfish covering global and regional #fish stocks, #sustainable #fisheries management, #foodsecurity, #nutrition, #conservation, #environment, #seafood #policy &amp; #technology  Webcast at https://t.co/cdFNWiCB5q #SDG14 https://t.co/YrB0VrjGWV",2024-05-25 01:19:54.126921+00,Croatia
593865044,AfshaanShafi1,2019-11-16 00:20:09+00,,f,f,2,@YasminaBouziane @FAO @Oxfam Thanks @YasminaBouziane for visiting our @planttreaty 🌱interactive cross-sectoral display for the biennial meeting of our membership #GB8. Glad you enjoyed it. 🙂#PlantGeneticResources @Oxfam @UNBiodiversity #FoodSecurity #Seeds #BenefitSharing,2024-05-25 01:19:58.114462+00,Croatia
593865044,AfshaanShafi1,2019-11-15 22:03:44+00,,f,t,2,#watch 🎥excerpt of my interview with #Morocco’s #YasminaElBahloul &amp; her message🎤 to #delegates gathered for @planttreaty’s 🌱biennial meeting of all #MemberCountries #GB8 @FAO #FoodSecurity 🍎🥑🌽🥘#PlantGeneticResources 🧬#Multilateralism🔻,2024-05-25 01:19:59.861451+00,Croatia
843086742840381440,saeger_sarah,2019-11-15 14:28:00+00,,f,f,6,@MYTOX_SOUTH and @acemfsfutm working together to tackle this enormous problem of #mycotoxin in Africa as a threat to #foodsecurity @BBCWorld @bbcafrique https://t.co/HJv73UKHB6,2024-05-25 01:20:08.182836+00,Croatia
2596461758,nnedpro,2019-11-15 09:30:33+00,,f,f,13,We are really excited to share and celebrate this wonderful evening with you all.  The Confluence is a musical evening on the theme of #climatechange &amp; #foodsecurity with proceeds going towards the #mobileteachingkitchen project in India 🇮🇳 .Book today! https://t.co/uwzxq7YPqh https://t.co/YUZVeUuFlS,2024-05-25 01:20:09.028677+00,Croatia
918883743644962817,RubenFSOliveira,2019-11-13 11:05:26+00,,f,f,18,"Full room to hear Alan Simcock (@UN World Ocean Assessment) and his transdisciplinary talk on “#Science, #society and the future of the #ocean""! #Biodiversity, #foodsecurity &amp; much +  A partnership between @ukinportugal, @FC_UL, @MARE_centre &amp; @PortugalEcology  #Ecology #Ecologia https://t.co/TWVMMco6XE",2024-05-25 01:20:13.271846+00,Croatia
